muni_id,category,date,naicscode,name,avgemp,value
352,MAPC Region,2016-01-01,921,"Executive, Legislative, & Gen Government",5537,94
352,MAPC Region,2016-01-01,923,Administration of Human Resource Program,139,6
352,MAPC Region,2016-01-01,924,Administration of Environmental Programs,2691,40
352,MAPC Region,2016-01-01,925,Community and Housing Program Admin,1647,12
352,MAPC Region,2016-01-01,926,Administration of Economic Programs,5776,70
352,MAPC Region,2016-01-01,928,National Security & International Affair,662,6
352,MAPC Region,2016-01-01,101,Goods-Producing Domain,188574,11961
352,MAPC Region,2016-01-01,102,Service-Providing Domain,1825715,106835
352,MAPC Region,2016-01-01,111,Crop Production,490,17
352,MAPC Region,2016-01-01,114,"Fishing, Hunting and Trapping",129,71
352,MAPC Region,2016-01-01,115,Agriculture & Forestry Support Activity,142,23
352,MAPC Region,2016-01-01,213,Support Activities for Mining,40,6
352,MAPC Region,2016-01-01,221,Utilities,4276,98
352,MAPC Region,2016-01-01,236,Construction of Buildings,17041,2379
352,MAPC Region,2016-01-01,237,Heavy and Civil Engineering Construction,8483,296
352,MAPC Region,2016-01-01,238,Specialty Trade Contractors,49944,5911
352,MAPC Region,2016-01-01,311,Food Manufacturing,10615,341
352,MAPC Region,2016-01-01,312,Beverage & Tobacco Product Manufacturing,617,18
352,MAPC Region,2016-01-01,314,Textile Product Mills,195,28
352,MAPC Region,2016-01-01,315,Apparel Manufacturing,419,9
352,MAPC Region,2016-01-01,321,Wood Product Manufacturing,156,11
352,MAPC Region,2016-01-01,322,Paper Manufacturing,650,17
352,MAPC Region,2016-01-01,323,Printing and Related Support Activities,3209,246
352,MAPC Region,2016-01-01,325,Chemical Manufacturing,8256,108
352,MAPC Region,2016-01-01,326,Plastics & Rubber Products Manufacturing,659,25
352,MAPC Region,2016-01-01,327,Nonmetallic Mineral Product Mfg,329,24
352,MAPC Region,2016-01-01,335,Electrical Equipment and Appliances,1237,41
352,MAPC Region,2016-01-01,332,Fabricated Metal Product Manufacturing,7623,367
352,MAPC Region,2016-01-01,333,Machinery Manufacturing,2277,84
352,MAPC Region,2016-01-01,334,Computer and Electronic Product Mfg,21326,269
352,MAPC Region,2016-01-01,336,Transportation Equipment Manufacturing,386,15
352,MAPC Region,2016-01-01,337,Furniture and Related Product Mfg,482,43
352,MAPC Region,2016-01-01,339,Miscellaneous Manufacturing,3914,188
352,MAPC Region,2016-01-01,423,"Merchant Wholesalers, Durable Goods",31714,2061
352,MAPC Region,2016-01-01,424,"Merchant Wholesalers, Nondurable Goods",21563,1053
352,MAPC Region,2016-01-01,425,Electronic Markets and Agents/Brokers,10532,2317
352,MAPC Region,2016-01-01,441,Motor Vehicle and Parts Dealers,16153,719
352,MAPC Region,2016-01-01,442,Furniture and Home Furnishings Stores,4942,494
352,MAPC Region,2016-01-01,443,Electronics and Appliance Stores,4333,283
352,MAPC Region,2016-01-01,444,Building Material & Garden Supply Stores,9280,544
352,MAPC Region,2016-01-01,445,Food and Beverage Stores,48793,2511
352,MAPC Region,2016-01-01,447,Gasoline Stations,4507,754
352,MAPC Region,2016-01-01,446,Health and Personal Care Stores,14029,1277
352,MAPC Region,2016-01-01,448,Clothing and Clothing Accessories Stores,22490,1885
352,MAPC Region,2016-01-01,452,General Merchandise Stores,19871,291
352,MAPC Region,2016-01-01,451,Sporting Goods/Hobby/Book/Music Stores,7595,587
352,MAPC Region,2016-01-01,453,Miscellaneous Store Retailers,9214,1086
352,MAPC Region,2016-01-01,454,Nonstore Retailers,8167,495
352,MAPC Region,2016-01-01,481,Air Transportation,7476,60
352,MAPC Region,2016-01-01,483,Water Transportation,24,7
352,MAPC Region,2016-01-01,484,Truck Transportation,5274,532
352,MAPC Region,2016-01-01,485,Transit and Ground Passenger Transport,14332,354
352,MAPC Region,2016-01-01,487,Scenic and Sightseeing Transportation,1191,36
352,MAPC Region,2016-01-01,488,Support Activities for Transportation,5212,353
352,MAPC Region,2016-01-01,492,Couriers and Messengers,2450,82
352,MAPC Region,2016-01-01,493,Warehousing and Storage,1083,28
352,MAPC Region,2016-01-01,511,Publishing Industries,26789,883
352,MAPC Region,2016-01-01,512,Motion Picture & Sound Recording Ind,2191,221
352,MAPC Region,2016-01-01,515,Broadcasting (except Internet),2424,38
352,MAPC Region,2016-01-01,517,Telecommunications,6179,510
352,MAPC Region,2016-01-01,518,"ISPs, Search Portals, & Data Processing",3407,187
352,MAPC Region,2016-01-01,519,Other Information Services,7963,388
352,MAPC Region,2016-01-01,522,Credit Intermediation & Related Activity,32959,1700
352,MAPC Region,2016-01-01,523,Financial Investment & Related Activity,38468,2184
352,MAPC Region,2016-01-01,524,Insurance Carriers & Related Activities,42749,1719
352,MAPC Region,2016-01-01,525,"Funds, Trusts & Other Financial Vehicles",11,13
352,MAPC Region,2016-01-01,531,Real Estate,24473,3431
352,MAPC Region,2016-01-01,532,Rental and Leasing Services,5615,436
352,MAPC Region,2016-01-01,541,Professional and Technical Services,234762,18651
352,MAPC Region,2016-01-01,551,Management of Companies and Enterprises,42027,725
352,MAPC Region,2016-01-01,561,Administrative and Support Services,105151,5678
352,MAPC Region,2016-01-01,562,Waste Management and Remediation Service,3627,200
352,MAPC Region,2016-01-01,611,Educational Services,167536,1867
352,MAPC Region,2015-01-01,621,Ambulatory Health Care Services,93973,5699
352,MAPC Region,2015-01-01,622,Hospitals,102069,51
352,MAPC Region,2015-01-01,623,Nursing and Residential Care Facilities,41728,892
352,MAPC Region,2015-01-01,624,Social Assistance,62314,13113
352,MAPC Region,2015-01-01,711,Performing Arts and Spectator Sports,8044,451
352,MAPC Region,2015-01-01,712,"Museums, Parks and Historical Sites",3284,73
352,MAPC Region,2015-01-01,713,"Amusement, Gambling & Recreation Ind",21922,1206
352,MAPC Region,2015-01-01,922,"Justice, Public Order, and Safety Activi",13346,180
352,MAPC Region,2015-01-01,721,Accommodation,20232,349
352,MAPC Region,2015-01-01,722,Food Services and Drinking Places,143523,8050
352,MAPC Region,2015-01-01,811,Repair and Maintenance,12474,2402
352,MAPC Region,2015-01-01,812,Personal and Laundry Services,25857,3523
352,MAPC Region,2015-01-01,813,Membership Organizations & Associations,23063,2020
352,MAPC Region,2015-01-01,814,Private Households,4984,4588
352,MAPC Region,2015-01-01,921,"Executive, Legislative, & Gen Government",5642,93
352,MAPC Region,2015-01-01,923,Administration of Human Resource Program,140,5
352,MAPC Region,2015-01-01,924,Administration of Environmental Programs,2831,39
352,MAPC Region,2015-01-01,925,Community and Housing Program Admin,1684,10
352,MAPC Region,2015-01-01,926,Administration of Economic Programs,5690,67
352,MAPC Region,2015-01-01,928,National Security & International Affair,725,8
352,MAPC Region,2015-01-01,101,Goods-Producing Domain,179957,11566
352,MAPC Region,2015-01-01,102,Service-Providing Domain,1786716,103701
352,MAPC Region,2015-01-01,111,Crop Production,523,23
352,MAPC Region,2015-01-01,114,"Fishing, Hunting and Trapping",122,71
352,MAPC Region,2015-01-01,115,Agriculture & Forestry Support Activity,168,29
352,MAPC Region,2015-01-01,213,Support Activities for Mining,5,3
352,MAPC Region,2015-01-01,221,Utilities,4091,81
352,MAPC Region,2015-01-01,236,Construction of Buildings,15717,2275
352,MAPC Region,2015-01-01,237,Heavy and Civil Engineering Construction,9692,310
352,MAPC Region,2015-01-01,451,Sporting Goods/Hobby/Book/Music Stores,7714,630
352,MAPC Region,2015-01-01,238,Specialty Trade Contractors,48019,5679
352,MAPC Region,2015-01-01,311,Food Manufacturing,10673,324
352,MAPC Region,2015-01-01,312,Beverage & Tobacco Product Manufacturing,612,20
352,MAPC Region,2015-01-01,314,Textile Product Mills,143,21
352,MAPC Region,2015-01-01,315,Apparel Manufacturing,493,10
352,MAPC Region,2015-01-01,316,Leather and Allied Product Manufacturing,57,3
352,MAPC Region,2015-01-01,321,Wood Product Manufacturing,110,9
352,MAPC Region,2015-01-01,322,Paper Manufacturing,646,17
352,MAPC Region,2015-01-01,323,Printing and Related Support Activities,3230,259
352,MAPC Region,2015-01-01,325,Chemical Manufacturing,8552,105
352,MAPC Region,2015-01-01,326,Plastics & Rubber Products Manufacturing,939,32
352,MAPC Region,2015-01-01,327,Nonmetallic Mineral Product Mfg,344,33
352,MAPC Region,2015-01-01,332,Fabricated Metal Product Manufacturing,7534,369
352,MAPC Region,2015-01-01,333,Machinery Manufacturing,2496,94
352,MAPC Region,2015-01-01,335,Electrical Equipment and Appliances,891,32
352,MAPC Region,2015-01-01,334,Computer and Electronic Product Mfg,21426,273
352,MAPC Region,2015-01-01,336,Transportation Equipment Manufacturing,414,10
352,MAPC Region,2015-01-01,339,Miscellaneous Manufacturing,3614,176
352,MAPC Region,2015-01-01,337,Furniture and Related Product Mfg,501,46
352,MAPC Region,2015-01-01,423,"Merchant Wholesalers, Durable Goods",31100,2024
352,MAPC Region,2015-01-01,424,"Merchant Wholesalers, Nondurable Goods",20345,1018
352,MAPC Region,2015-01-01,425,Electronic Markets and Agents/Brokers,10621,2307
352,MAPC Region,2015-01-01,441,Motor Vehicle and Parts Dealers,16030,733
352,MAPC Region,2015-01-01,442,Furniture and Home Furnishings Stores,5449,513
352,MAPC Region,2015-01-01,443,Electronics and Appliance Stores,4430,308
352,MAPC Region,2015-01-01,444,Building Material & Garden Supply Stores,8984,545
352,MAPC Region,2015-01-01,445,Food and Beverage Stores,48881,2454
352,MAPC Region,2015-01-01,446,Health and Personal Care Stores,13893,1230
352,MAPC Region,2015-01-01,447,Gasoline Stations,4482,756
352,MAPC Region,2015-01-01,448,Clothing and Clothing Accessories Stores,22014,1862
352,MAPC Region,2015-01-01,452,General Merchandise Stores,19803,303
352,MAPC Region,2015-01-01,453,Miscellaneous Store Retailers,9391,1105
352,MAPC Region,2015-01-01,454,Nonstore Retailers,7203,492
352,MAPC Region,2015-01-01,481,Air Transportation,7097,53
352,MAPC Region,2015-01-01,483,Water Transportation,24,7
352,MAPC Region,2015-01-01,484,Truck Transportation,5091,490
352,MAPC Region,2015-01-01,485,Transit and Ground Passenger Transport,14548,359
352,MAPC Region,2015-01-01,487,Scenic and Sightseeing Transportation,1233,39
352,MAPC Region,2015-01-01,488,Support Activities for Transportation,5146,341
352,MAPC Region,2015-01-01,492,Couriers and Messengers,2450,92
352,MAPC Region,2015-01-01,493,Warehousing and Storage,1128,30
352,MAPC Region,2015-01-01,511,Publishing Industries,27110,789
352,MAPC Region,2015-01-01,512,Motion Picture & Sound Recording Ind,2012,261
352,MAPC Region,2015-01-01,515,Broadcasting (except Internet),2409,44
352,MAPC Region,2015-01-01,517,Telecommunications,6798,519
352,MAPC Region,2015-01-01,518,"ISPs, Search Portals, & Data Processing",2823,167
352,MAPC Region,2015-01-01,519,Other Information Services,8863,392
352,MAPC Region,2015-01-01,522,Credit Intermediation & Related Activity,32263,1685
352,MAPC Region,2015-01-01,523,Financial Investment & Related Activity,37949,2152
352,MAPC Region,2015-01-01,524,Insurance Carriers & Related Activities,41582,1718
352,MAPC Region,2015-01-01,525,"Funds, Trusts & Other Financial Vehicles",10,15
352,MAPC Region,2015-01-01,532,Rental and Leasing Services,5616,442
352,MAPC Region,2015-01-01,531,Real Estate,23599,3282
352,MAPC Region,2015-01-01,541,Professional and Technical Services,226210,18334
352,MAPC Region,2015-01-01,551,Management of Companies and Enterprises,41356,723
352,MAPC Region,2015-01-01,561,Administrative and Support Services,104167,5620
352,MAPC Region,2015-01-01,562,Waste Management and Remediation Service,3299,186
352,MAPC Region,2015-01-01,611,Educational Services,164119,1782
352,MAPC Region,2014-01-01,621,Ambulatory Health Care Services,90745,5647
352,MAPC Region,2014-01-01,622,Hospitals,98857,51
352,MAPC Region,2014-01-01,623,Nursing and Residential Care Facilities,41634,873
352,MAPC Region,2014-01-01,624,Social Assistance,58944,11872
352,MAPC Region,2014-01-01,711,Performing Arts and Spectator Sports,7864,462
352,MAPC Region,2014-01-01,712,"Museums, Parks and Historical Sites",3301,71
352,MAPC Region,2014-01-01,713,"Amusement, Gambling & Recreation Ind",21004,1171
352,MAPC Region,2014-01-01,721,Accommodation,19419,337
352,MAPC Region,2014-01-01,722,Food Services and Drinking Places,140235,7846
352,MAPC Region,2014-01-01,811,Repair and Maintenance,12170,2359
352,MAPC Region,2014-01-01,812,Personal and Laundry Services,25191,3418
352,MAPC Region,2014-01-01,922,"Justice, Public Order, and Safety Activi",13326,182
352,MAPC Region,2014-01-01,814,Private Households,4960,4463
352,MAPC Region,2014-01-01,813,Membership Organizations & Associations,24585,2048
352,MAPC Region,2014-01-01,921,"Executive, Legislative, & Gen Government",5775,95
352,MAPC Region,2014-01-01,923,Administration of Human Resource Program,132,5
352,MAPC Region,2014-01-01,924,Administration of Environmental Programs,2884,27
352,MAPC Region,2014-01-01,925,Community and Housing Program Admin,1760,8
352,MAPC Region,2014-01-01,926,Administration of Economic Programs,5729,68
352,MAPC Region,2014-01-01,928,National Security & International Affair,632,7
352,MAPC Region,2014-01-01,101,Goods-Producing Domain,175466,11313
352,MAPC Region,2014-01-01,102,Service-Providing Domain,1748084,100551
352,MAPC Region,2014-01-01,111,Crop Production,490,24
352,MAPC Region,2014-01-01,114,"Fishing, Hunting and Trapping",123,72
352,MAPC Region,2014-01-01,115,Agriculture & Forestry Support Activity,131,26
352,MAPC Region,2014-01-01,213,Support Activities for Mining,44,6
352,MAPC Region,2014-01-01,221,Utilities,4150,79
352,MAPC Region,2014-01-01,236,Construction of Buildings,14729,2203
352,MAPC Region,2014-01-01,237,Heavy and Civil Engineering Construction,8253,307
352,MAPC Region,2014-01-01,238,Specialty Trade Contractors,43601,5474
352,MAPC Region,2014-01-01,312,Beverage & Tobacco Product Manufacturing,95,6
352,MAPC Region,2014-01-01,323,Printing and Related Support Activities,3370,288
352,MAPC Region,2014-01-01,311,Food Manufacturing,11314,303
352,MAPC Region,2014-01-01,314,Textile Product Mills,127,14
352,MAPC Region,2014-01-01,315,Apparel Manufacturing,382,8
352,MAPC Region,2014-01-01,316,Leather and Allied Product Manufacturing,59,3
352,MAPC Region,2014-01-01,321,Wood Product Manufacturing,99,8
352,MAPC Region,2014-01-01,322,Paper Manufacturing,619,17
352,MAPC Region,2014-01-01,325,Chemical Manufacturing,6352,96
352,MAPC Region,2014-01-01,326,Plastics & Rubber Products Manufacturing,927,29
352,MAPC Region,2014-01-01,327,Nonmetallic Mineral Product Mfg,331,27
352,MAPC Region,2014-01-01,332,Fabricated Metal Product Manufacturing,9642,417
352,MAPC Region,2014-01-01,333,Machinery Manufacturing,2423,96
352,MAPC Region,2014-01-01,334,Computer and Electronic Product Mfg,23510,292
352,MAPC Region,2014-01-01,335,Electrical Equipment and Appliances,727,33
352,MAPC Region,2014-01-01,451,Sporting Goods/Hobby/Book/Music Stores,8071,648
352,MAPC Region,2014-01-01,336,Transportation Equipment Manufacturing,540,13
352,MAPC Region,2014-01-01,337,Furniture and Related Product Mfg,497,45
352,MAPC Region,2014-01-01,339,Miscellaneous Manufacturing,3508,190
352,MAPC Region,2014-01-01,423,"Merchant Wholesalers, Durable Goods",29991,2049
352,MAPC Region,2014-01-01,424,"Merchant Wholesalers, Nondurable Goods",20368,1051
352,MAPC Region,2014-01-01,425,Electronic Markets and Agents/Brokers,11042,2280
352,MAPC Region,2014-01-01,441,Motor Vehicle and Parts Dealers,15570,719
352,MAPC Region,2014-01-01,442,Furniture and Home Furnishings Stores,5540,528
352,MAPC Region,2014-01-01,443,Electronics and Appliance Stores,4420,340
352,MAPC Region,2014-01-01,444,Building Material & Garden Supply Stores,8918,529
352,MAPC Region,2014-01-01,445,Food and Beverage Stores,46689,2411
352,MAPC Region,2014-01-01,446,Health and Personal Care Stores,14174,1259
352,MAPC Region,2014-01-01,447,Gasoline Stations,4421,760
352,MAPC Region,2014-01-01,448,Clothing and Clothing Accessories Stores,22131,1885
352,MAPC Region,2014-01-01,452,General Merchandise Stores,19282,292
352,MAPC Region,2014-01-01,453,Miscellaneous Store Retailers,9493,1126
352,MAPC Region,2014-01-01,454,Nonstore Retailers,6900,488
352,MAPC Region,2014-01-01,481,Air Transportation,6772,50
352,MAPC Region,2014-01-01,483,Water Transportation,14,4
352,MAPC Region,2014-01-01,484,Truck Transportation,5050,440
352,MAPC Region,2014-01-01,485,Transit and Ground Passenger Transport,13787,297
352,MAPC Region,2014-01-01,487,Scenic and Sightseeing Transportation,1101,30
352,MAPC Region,2014-01-01,488,Support Activities for Transportation,4979,333
352,MAPC Region,2014-01-01,492,Couriers and Messengers,2393,97
352,MAPC Region,2014-01-01,493,Warehousing and Storage,1305,33
352,MAPC Region,2014-01-01,511,Publishing Industries,25478,790
352,MAPC Region,2014-01-01,512,Motion Picture & Sound Recording Ind,2010,254
352,MAPC Region,2014-01-01,515,Broadcasting (except Internet),2315,39
352,MAPC Region,2014-01-01,518,"ISPs, Search Portals, & Data Processing",2436,140
352,MAPC Region,2014-01-01,517,Telecommunications,6818,505
352,MAPC Region,2014-01-01,519,Other Information Services,7788,343
352,MAPC Region,2014-01-01,522,Credit Intermediation & Related Activity,31795,1654
352,MAPC Region,2014-01-01,523,Financial Investment & Related Activity,37720,2078
352,MAPC Region,2014-01-01,524,Insurance Carriers & Related Activities,42642,1742
352,MAPC Region,2014-01-01,525,"Funds, Trusts & Other Financial Vehicles",8,10
352,MAPC Region,2014-01-01,531,Real Estate,22758,3129
352,MAPC Region,2014-01-01,532,Rental and Leasing Services,5550,454
352,MAPC Region,2014-01-01,541,Professional and Technical Services,218867,17805
352,MAPC Region,2014-01-01,551,Management of Companies and Enterprises,39637,683
352,MAPC Region,2014-01-01,561,Administrative and Support Services,99211,5380
352,MAPC Region,2014-01-01,562,Waste Management and Remediation Service,3061,183
352,MAPC Region,2014-01-01,611,Educational Services,163467,1755
352,MAPC Region,2013-01-01,238,Specialty Trade Contractors,41713,5155
352,MAPC Region,2013-01-01,621,Ambulatory Health Care Services,88688,5555
352,MAPC Region,2013-01-01,622,Hospitals,91299,49
352,MAPC Region,2013-01-01,623,Nursing and Residential Care Facilities,40946,865
352,MAPC Region,2013-01-01,624,Social Assistance,55395,10667
352,MAPC Region,2013-01-01,711,Performing Arts and Spectator Sports,7262,410
352,MAPC Region,2013-01-01,712,"Museums, Parks and Historical Sites",3316,71
352,MAPC Region,2013-01-01,713,"Amusement, Gambling & Recreation Ind",19779,1119
352,MAPC Region,2013-01-01,721,Accommodation,19574,336
352,MAPC Region,2013-01-01,722,Food Services and Drinking Places,136318,7696
352,MAPC Region,2013-01-01,811,Repair and Maintenance,11786,2290
352,MAPC Region,2013-01-01,812,Personal and Laundry Services,24449,3247
352,MAPC Region,2013-01-01,813,Membership Organizations & Associations,23458,1971
352,MAPC Region,2013-01-01,814,Private Households,5108,4281
352,MAPC Region,2013-01-01,922,"Justice, Public Order, and Safety Activi",13386,180
352,MAPC Region,2013-01-01,921,"Executive, Legislative, & Gen Government",5483,87
352,MAPC Region,2013-01-01,923,Administration of Human Resource Program,134,5
352,MAPC Region,2013-01-01,924,Administration of Environmental Programs,2913,25
352,MAPC Region,2013-01-01,925,Community and Housing Program Admin,1999,9
352,MAPC Region,2013-01-01,926,Administration of Economic Programs,5761,64
352,MAPC Region,2013-01-01,928,National Security & International Affair,625,8
352,MAPC Region,2013-01-01,101,Goods-Producing Domain,180081,10914
352,MAPC Region,2013-01-01,102,Service-Providing Domain,1709626,95836
352,MAPC Region,2013-01-01,111,Crop Production,437,20
352,MAPC Region,2013-01-01,114,"Fishing, Hunting and Trapping",116,71
352,MAPC Region,2013-01-01,115,Agriculture & Forestry Support Activity,88,19
352,MAPC Region,2013-01-01,221,Utilities,4074,72
352,MAPC Region,2013-01-01,236,Construction of Buildings,14040,2069
352,MAPC Region,2013-01-01,237,Heavy and Civil Engineering Construction,7789,301
352,MAPC Region,2013-01-01,312,Beverage & Tobacco Product Manufacturing,88,6
352,MAPC Region,2013-01-01,311,Food Manufacturing,10917,302
352,MAPC Region,2013-01-01,314,Textile Product Mills,192,19
352,MAPC Region,2013-01-01,323,Printing and Related Support Activities,3541,296
352,MAPC Region,2013-01-01,321,Wood Product Manufacturing,26,3
352,MAPC Region,2013-01-01,315,Apparel Manufacturing,295,5
352,MAPC Region,2013-01-01,316,Leather and Allied Product Manufacturing,62,3
352,MAPC Region,2013-01-01,322,Paper Manufacturing,647,17
352,MAPC Region,2013-01-01,325,Chemical Manufacturing,5540,91
352,MAPC Region,2013-01-01,326,Plastics & Rubber Products Manufacturing,1019,32
352,MAPC Region,2013-01-01,327,Nonmetallic Mineral Product Mfg,323,23
352,MAPC Region,2013-01-01,332,Fabricated Metal Product Manufacturing,7736,392
352,MAPC Region,2013-01-01,333,Machinery Manufacturing,2293,90
352,MAPC Region,2013-01-01,334,Computer and Electronic Product Mfg,22727,285
352,MAPC Region,2013-01-01,335,Electrical Equipment and Appliances,878,35
352,MAPC Region,2013-01-01,423,"Merchant Wholesalers, Durable Goods",29400,1991
352,MAPC Region,2013-01-01,336,Transportation Equipment Manufacturing,401,10
